id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1388099491358773250,1388099491358773250,2021-04-30 07:54:43 Hora Padrão de Caracas,2021-04-30,07:54:43,-0400,1380962949590872068,sandrareisg,Frases Motivacionais,,Você sabia que as pessoas tem o direito de não concordar com voce?  #frasesmotivavionais #terapiaonline #emoções #psicologia,pt,[],[],[],0,0,0,"['frasesmotivavionais', 'terapiaonline', 'emoções', 'psicologia']",[],https://twitter.com/Sandrareisg/status/1388099491358773250,False,,0,,,,,,,,[],,,,
1387609631585865729,1387609631585865729,2021-04-28 23:28:11 Hora Padrão de Caracas,2021-04-28,23:28:11,-0400,1364292243415212032,terapeuta_ml,Terapeuta Mariana León,,"El objetivo primordial del ser humano no debería ser encontrar la felicidad al final del camino, sino ser feliz durante el trayecto 💙  #terapia #psicoterapia #gestalt #musicoterapia #terapiaonline",es,[],[],[],0,1,1,"['terapia', 'psicoterapia', 'gestalt', 'musicoterapia', 'terapiaonline']",[],https://twitter.com/terapeuta_ml/status/1387609631585865729,False,,0,,,,,,,,[],,,,
1387452924318691328,1387452924318691328,2021-04-28 13:05:29 Hora Padrão de Caracas,2021-04-28,13:05:29,-0400,1364292243415212032,terapeuta_ml,Terapeuta Mariana León,,"No se trata de ser los más rápidos, los más fuertes, o los más grandes. Se trata de SER 💙  #terapia #psicoterapia #gestalt #musicoterapia #terapiaonline",es,[],[],[],0,0,2,"['terapia', 'psicoterapia', 'gestalt', 'musicoterapia', 'terapiaonline']",[],https://twitter.com/terapeuta_ml/status/1387452924318691328,False,,0,,,,,,,,[],,,,
1387110202600824850,1387110202600824850,2021-04-27 14:23:38 Hora Padrão de Caracas,2021-04-27,14:23:38,-0400,1364292243415212032,terapeuta_ml,Terapeuta Mariana León,,"Una relación de pareja requiere que te conviertas en un ser completo que no necesite de otro para sobrevivir. Recuerda que tu pareja no es tu salvación, es un encuentro: Yo contigo Tú conmigo Yo conmigo Tú contigo Nosotros, con el mundo 💙 #terapia #psicoterapia #terapiaonline",es,[],[],[],0,2,4,"['terapia', 'psicoterapia', 'terapiaonline']",[],https://twitter.com/terapeuta_ml/status/1387110202600824850,False,,0,,,,,,,,[],,,,
1386997515699073025,1386997515699073025,2021-04-27 06:55:51 Hora Padrão de Caracas,2021-04-27,06:55:51,-0400,1383027076442296322,nb_psicologia,Grupo NB psicología,,¿Piensas en #terapiaonline o no crees que no es para ti? #NBpsicologia #terapia #SaludMental #bienestar,es,[],[],[],0,0,0,"['terapiaonline', 'nbpsicologia', 'terapia', 'saludmental', 'bienestar']",[],https://twitter.com/NB_psicologia/status/1386997515699073025,False,,0,,,,,,,,[],,,,
1386772734764584960,1386761832141033473,2021-04-26 16:02:39 Hora Padrão de Caracas,2021-04-26,16:02:39,-0400,1369049816823701507,mayraperezpsic,Mayra Pérez,,Tanatología Mayra Pérez  #psicologia #tanatologia #burnout #burnoutdelcuidador #duelo #perdidas #luto #crisis #terapiaonline #terapia #terapiaenlinea #terapiadepareja #terapiaindividual #autoestima #autocuidado #saludmental #psicologa #tanatologa #mayraperez #mayraperezpsicologa,es,[],[],[],0,0,0,"['psicologia', 'tanatologia', 'burnout', 'burnoutdelcuidador', 'duelo', 'perdidas', 'luto', 'crisis', 'terapiaonline', 'terapia', 'terapiaenlinea', 'terapiadepareja', 'terapiaindividual', 'autoestima', 'autocuidado', 'saludmental', 'psicologa', 'tanatologa', 'mayraperez', 'mayraperezpsicologa']",[],https://twitter.com/mayraperezpsic/status/1386772734764584960,False,,0,,,,,,,,[],,,,
1386444147322720258,1386444147322720258,2021-04-25 18:16:58 Hora Padrão de Caracas,2021-04-25,18:16:58,-0400,806708361538502656,marisa_rad,Marisa Radonich,,Mental health is just as important as physical health. #Terapiaonline   #SaludMental  #Mentalhealth,en,[],[],[],0,1,1,"['terapiaonline', 'saludmental', 'mentalhealth']",[],https://twitter.com/marisa_rad/status/1386444147322720258,False,,0,,,,,,,,[],,,,
1385313753487396867,1385313753487396867,2021-04-22 15:25:11 Hora Padrão de Caracas,2021-04-22,15:25:11,-0400,1364292243415212032,terapeuta_ml,Terapeuta Mariana León,,En las relaciones humanas vale la pena correr el riesgo de no tener la razón y estar dispuesto a escuchar  💙 #terapia #psicoterapia #gestal #musicoterapia #terapiaonline,es,[],[],[],0,0,2,"['terapia', 'psicoterapia', 'gestal', 'musicoterapia', 'terapiaonline']",[],https://twitter.com/terapeuta_ml/status/1385313753487396867,False,,0,,,,,,,,[],,,,
1385275254734344193,1385275254734344193,2021-04-22 12:52:12 Hora Padrão de Caracas,2021-04-22,12:52:12,-0400,101368246,analizb,Ady García,,Algún fisioterapeuta que de las terapias en línea y sepa tratar niños con osteogenesis imperfecta #Fisioterapia #osteogenesisimperfecta #terapiaonline,es,[],[],[],0,0,0,"['fisioterapia', 'osteogenesisimperfecta', 'terapiaonline']",[],https://twitter.com/analizb/status/1385275254734344193,False,,0,,,,,,,,[],,,,
1384822388764856320,1384822379768070144,2021-04-21 06:52:40 Hora Padrão de Caracas,2021-04-21,06:52:40,-0400,798145988846292992,mentalmadrid_sl,MentalMadrid,,autogestionarse) y por ende una mejora de la calidad de vida.”   #Psicología #PsicólogosMadrid #TerapiaPsicológica #PsicólogoAdomicilio #TerapiaOnline #Ansiedad #Depresión #Estrés #GestiónEmocional #AyudaPsicológica #Psicólogo #DesarrolloPsicológico,es,[],[],[],0,1,1,"['psicología', 'psicólogosmadrid', 'terapiapsicológica', 'psicólogoadomicilio', 'terapiaonline', 'ansiedad', 'depresión', 'estrés', 'gestiónemocional', 'ayudapsicológica', 'psicólogo', 'desarrollopsicológico']",[],https://twitter.com/MentalMadrid_SL/status/1384822388764856320,False,,0,,,,,,,,[],,,,
1384635470433320960,1384635470433320960,2021-04-20 18:29:56 Hora Padrão de Caracas,2021-04-20,18:29:56,-0400,1048759652614393856,atencionpsicmex,Atención y Apoyo Psicológico,,La queja constante no permite avanzar; cuestionate si lo que estás haciendo hoy te acerca o aleja de donde quieres estar.  #HazTerapia  #TerapiaOnline  #QuedateEnCasa,es,[],[],[],0,0,0,"['hazterapia', 'terapiaonline', 'quedateencasa']",[],https://twitter.com/AtencionPsicMex/status/1384635470433320960,False,,0,,,,,,,,[],,,,
