id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1387617189021245443,1387616613076189186,2021-04-28 23:58:13 Hora Padrão de Caracas,2021-04-28,23:58:13,-0400,1369268754945896452,marcelobritopsi,Marcelo Brito Psicólogo,,"Referência: Wright, J. H., Basco, M. R., &amp; Thase, M. E. (2008). Aprendendo a terapia cognitivo-comportamental: um guia ilustrado. Porto Alegre: Artmed.  #psicologia #psicoterapia  #saúde #mente #saúdemental  #transtornosdeansiedade #transtornodeansiedade #ansiedade",pt,[],[],[],0,0,0,"['psicologia', 'psicoterapia', 'saúde', 'mente', 'saúdemental', 'transtornosdeansiedade', 'transtornodeansiedade', 'ansiedade']",[],https://twitter.com/marcelobritopsi/status/1387617189021245443,False,,0,,,,,,,,[],,,,
1384285275644317702,1384285275644317702,2021-04-19 19:18:23 Hora Padrão de Caracas,2021-04-19,19:18:23,-0400,803607830800596993,geisesiqr,Geisy🦋,,"""Não sou de vidro, mas me quebro fácil. Ninguém percebe os estilhaços, porque é para o lado de dentro que se espalham todos os cacos.""  - Boa noite 🌠 #TranstornodeAnsiedade",pt,[],[],[],0,0,0,['transtornodeansiedade'],[],https://twitter.com/GeiseSiqr/status/1384285275644317702,False,,0,,,,,,,,[],,,,
1383610065219776517,1383610065219776517,2021-04-17 22:35:20 Hora Padrão de Caracas,2021-04-17,22:35:20,-0400,1172656768314466304,comunistati,Anulada Pelo VAR ☭🏳️‍🌈,,Legalizar a maconha é legalizar a planta que fez com que eu não me matasse hoje.  #LegalizeOplantio #TranstornoDeAnsiedade #CannabisSalva #MaconhaCura,pt,[],[],[],5,2,40,"['legalizeoplantio', 'transtornodeansiedade', 'cannabissalva', 'maconhacura']",[],https://twitter.com/ComunisTati/status/1383610065219776517,False,,0,,,,,,,,[],,,,
1379826945513373696,1379826945513373696,2021-04-07 12:02:34 Hora Padrão de Caracas,2021-04-07,12:02:34,-0400,14926465,apenas1fernanda,Você ñ é todo mundo,,"O drama da mulher ansiosa que finalmente conseguiu sair de casa, tá feliz da vida deitada na grama embaixo das árvores, mas tá esfriando, já tá roxa, e não consegue levantar pra voltar pra casa porque não sabe quando conseguirá sair de novo. #transtornodeansiedade",pt,[],[],[],0,0,1,['transtornodeansiedade'],[],https://twitter.com/apenas1fernanda/status/1379826945513373696,False,,0,,,,,,,,[],,,,
1379807720988151811,1379807720988151811,2021-04-07 10:46:10 Hora Padrão de Caracas,2021-04-07,10:46:10,-0400,2988587464,favaromarcia,MáFávaro,,E seguimos... #transtornodeansiedade,pt,[],[],[],0,0,0,['transtornodeansiedade'],[],https://twitter.com/FavaroMarcia/status/1379807720988151811,False,,0,,,,,,,,[],,,,
1379619282477326338,1379619282477326338,2021-04-06 22:17:23 Hora Padrão de Caracas,2021-04-06,22:17:23,-0400,1342616664286892032,_mainfluenciaa,Má influenciaa,,Ansiosa pra conseguir dormir X Não consigo dormir porque tô ansiosa.  #ansiedade #transtornodeansiedade,pt,[],[],[],0,0,0,"['ansiedade', 'transtornodeansiedade']",[],https://twitter.com/_mainfluenciaa/status/1379619282477326338,False,,0,,,,,,,,[],,,,
1354736278458298376,1354736278458298376,2021-01-28 06:21:13 Hora Padrão de Caracas,2021-01-28,06:21:13,-0400,1329269460851699713,iam_ben7,Euben,,As vezes tenho vontade de me isolar do mundo .. #toc #transtornodeansiedade,pt,[],[],[],0,0,0,"['toc', 'transtornodeansiedade']",[],https://twitter.com/iam_ben7/status/1354736278458298376,False,,0,,,,,,,,[],,,,
1351547545214988288,1351547545214988288,2021-01-19 11:10:19 Hora Padrão de Caracas,2021-01-19,11:10:19,-0400,1351259245749137410,moonchild_alive,Moonchild🌙,,Viver com ansiedade é como ter experiência em lutar contra a morte durante longos minutos e conseguir sair vitoriosa 💪🏻  #ansiedade #vivercomansiedade #lidarcomansiedade #transtornodeansiedade,pt,[],[],[],0,0,1,"['ansiedade', 'vivercomansiedade', 'lidarcomansiedade', 'transtornodeansiedade']",[],https://twitter.com/Moonchild_alive/status/1351547545214988288,False,,0,,,,,,,,[],,,,
1349432193647575042,1349432187649732613,2021-01-13 15:04:40 Hora Padrão de Caracas,2021-01-13,15:04:40,-0400,167954191,nancycbdasilva,Psicóloga Nancy Capretz Batista da Silva,,Seja sua melhor versão!  -&gt; Nos próximos posts explicarei os diversos transtornos de ansiedade.  #saudemental #ansiedade #transtornodeansiedade #terapiaonline #errejota #psicologia #psiquiatria,pt,[],[],[],0,0,1,"['saudemental', 'ansiedade', 'transtornodeansiedade', 'terapiaonline', 'errejota', 'psicologia', 'psiquiatria']",[],https://twitter.com/NancyCBdaSilva/status/1349432193647575042,False,,0,,,,,,,,[],,,,
1335748222464249862,1335748222464249862,2020-12-06 20:49:27 Hora Padrão de Caracas,2020-12-06,20:49:27,-0400,74258764,homenag,Eu 🏳️‍🌈,,Não é fácil #transtornodeansiedade  #fantastico parei meu tratamento desde o início da pandemia 😩 consultas nunca mais 😭,pt,[],[],[],0,0,0,"['transtornodeansiedade', 'fantastico']",[],https://twitter.com/homenag/status/1335748222464249862,False,,0,,,,,,,,[],,,,
